qid,name,category,country,iso,lat,lon,year,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q1808966,Château de Villesavin,palace,France,FR,47.54667,1.51417,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Villesavin,https://commons.wikimedia.org/wiki/Special:FilePath/SchlossVillesavinO.jpg?width=1280,13,1326,1877
Q454078,Belvedere on the Pfingstberg,palace,Germany,DE,52.4187,13.059,1900,19th century,https://en.wikipedia.org/wiki/Belvedere_on_the_Pfingstberg,https://commons.wikimedia.org/wiki/Special:FilePath/Belvedere%20auf%20dem%20Pfingstberg%20in%20Potsdam%20Juli%202014.jpg?width=1280,13,2940,1634
Q733389,Villa Medicea of Poggio a Caiano,palace,Italy,IT,43.81645,11.05553,1480,15th century,https://en.wikipedia.org/wiki/Villa_di_Poggio_a_Caiano,https://commons.wikimedia.org/wiki/Special:FilePath/Villa%20di%20Poggio%20a%20Caiano.jpg?width=1280,13,5774,1361
Q686997,Palais Holnstein,palace,Germany,DE,48.14091,11.57505,1733,18th century,https://en.wikipedia.org/wiki/Holnstein_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Holnstein%20Munich.JPG?width=1280,13,1456,1853
Q689043,Gartenpalais Liechtenstein,palace,Austria,AT,48.2225,16.3594,1688,17th century,https://en.wikipedia.org/wiki/Gartenpalais_Liechtenstein,https://commons.wikimedia.org/wiki/Special:FilePath/Liechtenstein%20Palais%20Wien3.jpg?width=1280,13,5667,1366
Q532823,Cuba Palace,palace,Italy,IT,38.10778,13.3425,,,https://en.wikipedia.org/wiki/Cuba_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Palermo%20Cuba01.jpeg?width=1280,13,3161,1610
Q962117,Buen Retiro Palace,palace,Spain,ES,40.41368,-3.68169,,,https://en.wikipedia.org/wiki/Buen_Retiro_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Sal%C3%B3n_de_Reinos_(Madrid)_12.jpg?width=1280,13,9939,1154
Q652402,Palais Schaumburg,palace,Germany,DE,50.72023,7.11736,,,https://en.wikipedia.org/wiki/Palais_Schaumburg,https://commons.wikimedia.org/wiki/Special:FilePath/Bonn%2C%20Palais%20Schaumburg.jpg?width=1280,13,9619,1172
Q1536981,Stiftsgården,palace,Norway,NO,63.43169,10.39489,1778,18th century,https://en.wikipedia.org/wiki/Stiftsg%C3%A5rden,https://commons.wikimedia.org/wiki/Special:FilePath/Stiftsgaarden%20Trondheim.jpg?width=1280,13,4067,1498
Q772914,Wrangel Palace,palace,Sweden,SE,59.325,18.0625,1802,19th century,https://en.wikipedia.org/wiki/Wrangel_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Stockholm%20-%20Riddarholmen%2C%20Wrangelska%20Palatset.jpg?width=1280,13,2166,1743
Q221640,Ospedale L'Albergo Reale dei Poveri,palace,Italy,IT,40.86347,14.26546,1751,18th century,"https://en.wikipedia.org/wiki/Ospedale_L%27Albergo_Reale_dei_Poveri,_Naples",https://commons.wikimedia.org/wiki/Special:FilePath/Albergo%20dei%20Poveri%20%28Naples%29.jpg?width=1280,13,2219,1735
Q1720684,Copper-Roof Palace,palace,Poland,PL,52.24728,21.01619,1698,17th century,https://en.wikipedia.org/wiki/Copper-Roof_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Warsaw%2007-13%20img17%20View%20from%20StAnne%20Church%20tower.jpg?width=1280,13,3598,1556
Q1164385,Klungkung Palace,palace,Indonesia,ID,-8.53564,115.40298,,,https://en.wikipedia.org/wiki/Klungkung_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Klungkung-Palace-1.jpg?width=1280,13,4224,1476
Q1788123,Vladimir Palace,palace,Russia,RU,59.9433,30.31977,,,https://en.wikipedia.org/wiki/Vladimir_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Spb%2006-2012%20Palace%20Embankment%20various%2009.jpg?width=1280,13,8781,1201
Q1818601,Oscarshall,palace,Norway,NO,59.91015,10.69223,1852,19th century,https://en.wikipedia.org/wiki/Oscarshall,https://commons.wikimedia.org/wiki/Special:FilePath/Oscarshall%20in%202025.jpg?width=1280,13,5290,1389
Q538610,Palazzo Corner Spinelli,palace,Italy,IT,45.43556,12.33069,,,https://en.wikipedia.org/wiki/Palazzo_Corner_Spinelli,https://commons.wikimedia.org/wiki/Special:FilePath/0%20Venise%2C%20Palazzo%20Corner%20Spinelli.JPG?width=1280,13,1172,1892
Q1238769,Domus Transitoria,palace,Italy,IT,41.8886,12.4859,,,https://en.wikipedia.org/wiki/Domus_Transitoria,https://commons.wikimedia.org/wiki/Special:FilePath/Criptoportico%20di%20Nerone.jpg?width=1280,13,13220,1069
Q1267941,Mattancherry Palace,palace,India,IN,9.95827,76.25936,,,https://en.wikipedia.org/wiki/Mattancherry_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Mattancherry%20Palace%20DSC%200899.JPG?width=1280,13,22457,910
Q838986,Bagatti Valsecchi Museum,palace,Italy,IT,45.46963,9.19527,1974,20th century,https://en.wikipedia.org/wiki/Bagatti_Valsecchi_Museum,https://commons.wikimedia.org/wiki/Special:FilePath/20161101%20Palazzo%20Bagatti%20Valsecchi%2C%20Facciata%20via%20Santo%20Spirito.jpg?width=1280,13,3643,1551
Q281532,Palazzo Spini Feroni,palace,Italy,IT,43.76959,11.25099,1289,13th century,https://en.wikipedia.org/wiki/Palazzo_Spini_Feroni,https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20Spiniferoni%20Florenz.jpg?width=1280,13,5075,1402
Q1410441,Mateus Palace,palace,Portugal,PT,41.29694,-7.7125,1745,18th century,https://en.wikipedia.org/wiki/Mateus_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/MateusPalace1.jpg?width=1280,13,10047,1147
Q1473122,Palazzo di Propaganda Fide,palace,Italy,IT,41.90417,12.48331,,,https://en.wikipedia.org/wiki/Palazzo_di_Propaganda_Fide,https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20di%20Propaganda%20Fide%20Rome.jpg?width=1280,13,5790,1360
Q1478440,Palazzo dei Banchi,palace,Italy,IT,44.49333,11.34378,1550,16th century,https://en.wikipedia.org/wiki/Palazzo_dei_Banchi,https://commons.wikimedia.org/wiki/Special:FilePath/1201%20-%20Bologna%20-%20Piazza%20Maggiore%20-%20Foto%20Giovanni%20Dall%27Orto%2C%209-Feb-2008.jpg?width=1280,13,1888,1779
Q317840,Rheinsberg Palace,palace,Germany,DE,53.0986,12.8894,,,https://en.wikipedia.org/wiki/Rheinsberg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Rheinsberg%20Schloss%20und%20Park%20asv2024-03%20img04.jpg?width=1280,13,6883,1294
Q3361206,Paço Imperial,palace,Brazil,BR,-22.90361,-43.17417,1743,18th century,https://en.wikipedia.org/wiki/Pa%C3%A7o_Imperial,https://commons.wikimedia.org/wiki/Special:FilePath/PacoImperial1.jpg?width=1280,13,9988,1151
Q3361219,"Royal Palace, Luang Prabang",palace,Laos,LA,19.8921,102.1356,1909,20th century,"https://en.wikipedia.org/wiki/Royal_Palace,_Luang_Prabang",https://commons.wikimedia.org/wiki/Special:FilePath/Haw%20Kham%20palace%20%28August%202009%29.jpg?width=1280,13,8608,1216
Q3372473,Palazzo Pisani Moretta,palace,Italy,IT,45.43601,12.32925,1500,15th century,https://en.wikipedia.org/wiki/Palazzo_Pisani_Moretta,https://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20Pisani%20Moretta%20%28Venice%29.jpg?width=1280,13,26208,869
Q3456588,Qasr al-Basha,palace,Palestine,PS,31.50442,34.46597,1270,13th century,https://en.wikipedia.org/wiki/Qasr_al-Basha,https://commons.wikimedia.org/wiki/Special:FilePath/%D9%82%D8%B5%D8%B1%20%D8%A7%D9%84%D8%A8%D8%A7%D8%B4%D8%A7%20%D9%81%D9%8A%20%D8%BA%D8%B2%D8%A9.jpg?width=1280,13,22294,921
Q4540126,Cantacuzino palace,palace,Romania,RO,44.44874,26.08842,1902,20th century,https://en.wikipedia.org/wiki/Cantacuzino_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Muzeul%20Na%C5%A3ional%20George%20Enescu%20-%20panoramio%20%281%29.jpg?width=1280,13,4159,1483
Q5356931,Elisabeta Palace,palace,Romania,RO,44.47081,26.07961,1936,20th century,https://en.wikipedia.org/wiki/Elisabeta_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Palatul%20Elisabeta%20-%20Pavilionul%20Principesei%20Mostenitoare.jpg?width=1280,13,14094,1036
Q2452513,Villa Ephrussi de Rothschild,palace,France,FR,43.69667,7.32847,1912,20th century,https://en.wikipedia.org/wiki/Villa_Ephrussi_de_Rothschild,https://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Ephrussi%20de%20Rothschild%20BW%202011-06-10%2011-24-41.JPG?width=1280,13,41750,775
Q3694520,North Carolina State Capitol,palace,United States,US,35.78028,-78.63917,1833,19th century,https://en.wikipedia.org/wiki/North_Carolina_State_Capitol,https://commons.wikimedia.org/wiki/Special:FilePath/North%20Carolina%20State%20Capitol%2C%20Raleigh.jpg?width=1280,13,14185,1032
Q368820,San Pietro a Majella Conservatory of Music,palace,Italy,IT,40.84944,14.2525,1808,19th century,https://en.wikipedia.org/wiki/Conservatorio_di_San_Pietro_a_Majella,https://commons.wikimedia.org/wiki/Special:FilePath/NapoliConservatorioSanPietroAMaiellaTarga.jpg?width=1280,13,294,1975
Q2529348,Villa del Priorato di Malta,palace,Italy,IT,41.88361,12.4775,,,https://en.wikipedia.org/wiki/Villa_del_Priorato_di_Malta,https://commons.wikimedia.org/wiki/Special:FilePath/Roma%20Aventino%20Villa%20Malta.jpg?width=1280,13,19206,953
Q7126241,Palace of Heavenly Purity,palace,People's Republic of China,CN,39.91878,116.3905,,,https://en.wikipedia.org/wiki/Palace_of_Heavenly_Purity,https://commons.wikimedia.org/wiki/Special:FilePath/Palace%20of%20Heavenly%20Purity%20%2820220218132818%29.jpg?width=1280,13,24944,881
Q2749982,Paço de São Cristóvão,palace,Brazil,BR,-22.90583,-43.22611,1803,19th century,https://en.wikipedia.org/wiki/Pa%C3%A7o_de_S%C3%A3o_Crist%C3%B3v%C3%A3o,https://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20de%20S%C3%A3o%20Crist%C3%B3v%C3%A3o.jpg?width=1280,13,13288,1061
Q17621052,Palace of Yamamah,palace,Saudi Arabia,SA,24.6647,46.64,,,https://en.wikipedia.org/wiki/Al_Yamamah_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/AM%20Spindelegger%20in%20Saudi%20Arabien%20%288466911257%29.jpg?width=1280,13,51221,746
Q150118,Osaka Castle Park,castle,Japan,JP,34.68738,135.52584,1931,20th century,https://en.wikipedia.org/wiki/Osaka_Castle_Park,https://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Castle%2001bs3200.jpg?width=1280,13,8019,1248
Q1036874,Ōzu Castle,castle,Japan,JP,33.5094,132.541,1331,14th century,https://en.wikipedia.org/wiki/%C5%8Czu_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ozu-%20castle1.jpg?width=1280,13,3275,1592
Q1151269,Wakayama Castle,castle,Japan,JP,34.2276,135.172,1585,16th century,https://en.wikipedia.org/wiki/Wakayama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Wakayama%20Castle%202011%20Kuruwa.jpg?width=1280,13,8837,1198
Q1066957,Kagoshima Castle,castle,Japan,JP,31.59849,130.55461,1601,17th century,https://en.wikipedia.org/wiki/Kagoshima_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kagoshima%20Castle%20Goromon.jpg?width=1280,13,8609,1214
Q1073699,Tottori Castle,ruin,Japan,JP,35.5074,134.24,,,https://en.wikipedia.org/wiki/Tottori_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Tottori%20castle04%202816.jpg?width=1280,13,3523,1562
Q186672,Banská Bystrica Castle,castle,Slovakia,SK,48.73722,19.14667,,,https://en.wikipedia.org/wiki/Bansk%C3%A1_Bystrica_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bansk%C3%A1%20Bystrica%20-%20Barbak%C3%A1n%20-%20Mestsk%C3%BD%20hrad%20v%20Banskej%20Bystrici%20005.jpg?width=1280,12,280,2085
Q188358,Dürnstein castle ruins,ruin,Austria,AT,48.3978,15.5219,1130,12th century,https://en.wikipedia.org/wiki/D%C3%BCrnstein_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCrnstein%20-%20Burgruine%20mit%20Stadtmauer.jpg?width=1280,12,18663,1079
Q269470,Castle of Biar,castle,Spain,ES,38.63128,-0.76458,,,https://en.wikipedia.org/wiki/Castle_of_Biar,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20de%20Biar.jpg?width=1280,12,958,2032
Q458776,Fakhr-al-Din al-Maani Castle,castle,Syria,SY,34.5625,38.25694,1230,13th century,https://en.wikipedia.org/wiki/Palmyra_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Qalaat%20ibn%20Maan%201.jpg?width=1280,12,4860,1586
Q478471,Fort Coenraadsburg,castle,Ghana,GH,5.08474,-1.3508,1652,17th century,https://en.wikipedia.org/wiki/Fort_Coenraadsburg,https://commons.wikimedia.org/wiki/Special:FilePath/St%20Jago.JPG?width=1280,12,2345,1841
Q670725,Takamatsu Castle,castle,Japan,JP,34.3504,134.052,1590,16th century,https://en.wikipedia.org/wiki/Takamatsu_Castle_(Sanuki),https://commons.wikimedia.org/wiki/Special:FilePath/Takamatsu%20castle23.jpg?width=1280,12,5015,1571
Q577273,Bitchū Matsuyama Castle,castle,Japan,JP,34.80909,133.62232,1240,13th century,https://en.wikipedia.org/wiki/Bitch%C5%AB_Matsuyama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bitchu%20Matsuyama%20Castle%201.JPG?width=1280,12,5697,1501
Q647886,Castle of Diósgyőr,castle,Hungary,HU,48.09722,20.68889,1271,13th century,https://en.wikipedia.org/wiki/Castle_of_Di%C3%B3sgy%C5%91r,https://commons.wikimedia.org/wiki/Special:FilePath/Di%C3%B3sgy%C5%91ri%20v%C3%A1r%202016.jpg?width=1280,12,5125,1561
Q653936,Chastel Rouge,castle,Syria,SY,34.81222,35.97056,,,https://en.wikipedia.org/wiki/Chastel_Rouge,https://commons.wikimedia.org/wiki/Special:FilePath/Yahmour3.jpg?width=1280,12,1771,1922
Q859811,Cetin Castle,castle,Croatia,HR,45.13833,15.73167,1400,14th century,https://en.wikipedia.org/wiki/Cetin_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Cetin%20castle%2C%20Croatia%2C%20back.JPG?width=1280,12,2609,1809
Q913070,Bäckaskog Castle,castle,Sweden,SE,56.08583,14.34861,1300,13th century,https://en.wikipedia.org/wiki/B%C3%A4ckaskog_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A4ckaskog%202.jpg?width=1280,12,1498,1970
Q951156,Grodno Castle,castle,Poland,PL,50.74972,16.41083,1300,13th century,https://en.wikipedia.org/wiki/Grodno_Castle_(Poland),https://commons.wikimedia.org/wiki/Special:FilePath/Grodno%20Castle-overwiev.jpg?width=1280,12,1560,1961
Q430193,Swords Castle,castle,Ireland,IE,53.4603,-6.21999,1200,12th century,https://en.wikipedia.org/wiki/Swords_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Swords%20Castle%20%28Near%20Dublin%20Airport%29%20-%20panoramio%20%2811%29.jpg?width=1280,12,6838,1424
Q922097,Castle of the Marquises of the Vélez,castle,Spain,ES,37.69102,-2.09842,1506,16th century,https://en.wikipedia.org/wiki/Castillo_de_V%C3%A9lez-Blanco,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20V%C3%A9lez-Blanco.JPG?width=1280,12,1570,1957
Q690288,Schattenburg,castle,Austria,AT,47.2365,9.59934,1200,12th century,https://en.wikipedia.org/wiki/Schattenburg,https://commons.wikimedia.org/wiki/Special:FilePath/Feldkirch%20Schattenburg.jpg?width=1280,12,2309,1846
Q833207,Leap Castle,castle,Ireland,IE,53.0281,-7.8085,1250,13th century,https://en.wikipedia.org/wiki/Leap_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castles%20of%20Leinster-%20Leap%2C%20Offaly%20%28geograph%201952754%29.jpg?width=1280,12,28882,969
Q1012711,Kokořín Castle,castle,Czech Republic,CZ,50.4404,14.57679,1400,14th century,https://en.wikipedia.org/wiki/Koko%C5%99%C3%ADn_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kokorin%20letecky%20pohled.jpg?width=1280,12,2680,1807
Q1012861,Larissa Fortress,castle,Greece,GR,37.63828,22.7153,,,https://en.wikipedia.org/wiki/Larisa_(Argos),https://commons.wikimedia.org/wiki/Special:FilePath/Argos2.jpg?width=1280,12,6140,1465
Q504406,Fort Nassau,castle,Ghana,GH,5.13333,-1.2,1612,17th century,"https://en.wikipedia.org/wiki/Fort_Nassau,_Ghana",https://commons.wikimedia.org/wiki/Special:FilePath/FortNassauMouri.JPG?width=1280,12,1661,1942
Q870354,Hallwyl Castle,castle,Switzerland,CH,47.32315,8.19434,1265,13th century,https://en.wikipedia.org/wiki/Hallwyl_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Hallwyl%20July%2021st%202005.jpg?width=1280,12,2839,1790
Q875740,Burg Mauterndorf,castle,Austria,AT,47.1375,13.6783,1253,13th century,https://en.wikipedia.org/wiki/Mauterndorf_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mauterndorf%20burg.jpg?width=1280,12,34791,941
Q4403409,Sabayil Castle,castle,Azerbaijan,AZ,40.353,49.84072,1234,13th century,https://en.wikipedia.org/wiki/Sabayil_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Sabayil%20Fortress.jpg?width=1280,12,2561,1818
Q9386586,Toruń Castle,castle,Poland,PL,53.00944,18.61083,1236,13th century,https://en.wikipedia.org/wiki/Toru%C5%84_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Torun%20Okt%202019%208.jpg?width=1280,12,2919,1778
Q680215,Aigle Castle,castle,Switzerland,CH,46.315,6.97639,1200,12th century,https://en.wikipedia.org/wiki/Aigle_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20d%27Aigle%202022%20%282%29.jpg?width=1280,12,2158,1875
Q931757,Klaipėda Castle,castle,Lithuania,LT,55.70556,21.12889,1300,13th century,https://en.wikipedia.org/wiki/Klaip%C4%97da_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Klaipeda%20castle%20paving.jpg?width=1280,12,5643,1513
Q7084800,Old Navarino Castle,castle,Greece,GR,36.95828,21.65707,,,https://en.wikipedia.org/wiki/Old_Navarino_castle,https://commons.wikimedia.org/wiki/Special:FilePath/%CE%A0%CE%B1%CE%BB%CE%B1%CE%B9%CF%8C%CE%BA%CE%B1%CF%83%CF%84%CF%81%CE%BF%20%CE%9D%CE%B1%CF%85%CE%B1%CF%81%CE%AF%CE%BD%CE%BF%CF%85%20%CE%9C%CE%B5%CF%83%CF%83%CE%B7%CE%BD%CE%AF%CE%B1%CF%82%2C%20%28photosiotas%29%20%283%29.jpg?width=1280,12,4336,1635
Q5470710,Fort Al Jalali,castle,Oman,OM,23.61653,58.59796,1586,16th century,https://en.wikipedia.org/wiki/Al_Jalali_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Old%20Muscat%20%282%29.jpg?width=1280,12,6998,1420
Q5566582,Glamoč Fortress,castle,Bosnia and Herzegovina,BA,44.04197,16.84401,,,https://en.wikipedia.org/wiki/Glamo%C4%8D_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Glamo%C4%8D%20Fortress%20South.JPG?width=1280,12,613,2068
Q975868,Castle of Cardona,castle,Spain,ES,41.91444,1.68556,880,9th century,https://en.wikipedia.org/wiki/Castle_of_Cardona,https://commons.wikimedia.org/wiki/Special:FilePath/CASTELL%20DE%20CARDONA%20-%20IB-803.jpg?width=1280,12,5267,1546
Q7416441,Sandomierz Castle,castle,Poland,PL,50.67611,21.74722,1400,14th century,https://en.wikipedia.org/wiki/Sandomierz_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Sandomierz%20zamek.jpg?width=1280,12,1537,1966
Q1142070,Funai Castle,castle,Japan,JP,33.24013,131.61142,1599,16th century,https://en.wikipedia.org/wiki/Funai_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Funai%20Castle02n4272.jpg?width=1280,12,1842,1912
Q9386613,Bytów Castle,castle,Poland,PL,54.16861,17.49167,1383,14th century,https://en.wikipedia.org/wiki/Byt%C3%B3w_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/KB%20Zamek%20Krzy%C5%BCacki%20w%20Bytowie.jpg?width=1280,12,1318,1991
Q9386678,Maribor Castle,castle,Slovenia,SI,46.56077,15.64865,1483,15th century,https://en.wikipedia.org/wiki/Maribor_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Grad%20Maribor%20-%2001.jpg?width=1280,12,1745,1925
Q1197131,Kasugayama Castle,castle,Japan,JP,37.14711,138.2056,,,https://en.wikipedia.org/wiki/Kasugayama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kasaugayama%20Castle.jpg?width=1280,12,5012,1572
Q8013060,Takeda Castle,ruin,Japan,JP,35.3005,134.829,1443,15th century,https://en.wikipedia.org/wiki/Takeda_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/20130507%20takeda%20castle%2010.jpg?width=1280,12,7327,1396
Q15223652,Castle of Bouka,castle,Greece,GR,38.95113,20.7561,1478,15th century,https://en.wikipedia.org/wiki/Castle_of_Bouka,https://commons.wikimedia.org/wiki/Special:FilePath/IAN%200111%20zoom%20Longhi%201684%20Preveza.jpg?width=1280,12,875,2040
Q1265826,Dunguaire Castle,castle,Ireland,IE,53.14222,-8.92611,,,https://en.wikipedia.org/wiki/Dunguaire_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dunguaire%20Castle%2C%20Galway%2C%20Ireland.png?width=1280,12,12375,1205
Q1156906,Iwakuni Castle,castle,Japan,JP,34.17526,132.17423,1608,17th century,https://en.wikipedia.org/wiki/Iwakuni_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/20100724%20Iwakuni%20Castle%205262.jpg?width=1280,12,24159,1008
Q5131949,Clervaux Castle,castle,Luxembourg,LU,50.05441,6.03009,1200,12th century,https://en.wikipedia.org/wiki/Clervaux_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Clervaux%20Castle%206.JPG?width=1280,12,5305,1539
Q1014187,Střekov Castle,castle,Czech Republic,CZ,50.63913,14.05079,1310,14th century,https://en.wikipedia.org/wiki/St%C5%99ekov_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hrad%20St%C5%99ekov%2C%20St%C5%99ekov%2C%20okres%20%C3%9Ast%C3%AD%20nad%20Labem.jpg?width=1280,12,2819,1792
Q7917433,Nakhal Fort,castle,Oman,OM,23.3947,57.8285,1834,19th century,https://en.wikipedia.org/wiki/Nakhal_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Nakhal%20Fort%20%282%29.jpg?width=1280,12,7054,1412
Q12643002,Susedgrad,castle,Croatia,HR,45.82098,15.83079,1400,14th century,https://en.wikipedia.org/wiki/Susedgrad,https://commons.wikimedia.org/wiki/Special:FilePath/Utvrda%20Susedgrad01.JPG?width=1280,12,1339,1986
